Date,Visits,HHS,Price,MRP,Discount,Feature,TPR,Display,Wind Speed,Precipitation,Tmax,Tmin,Tavg,Gasoline Price,Diesel Price,Unemployment,Econ_Index,Sales
12-02-2009,1.870258321,0.820441349,2.474214961,-0.010085184,0.552260295,0.89265804,0.00414926,0.789387233,9.29418394,10.03482939,13.03107035,10.45782382,9.560842762,11.6564794,5.576613836,10.47018199,11.54057621,2.850851386
14-02-2009,1.15046893,-1.059952675,-0.217900753,0.820928427,-0.243380337,0.663968385,-0.336510111,1.160386183,9.078553817,8.298651199,11.37964945,8.135336233,10.14211816,9.042876169,10.95576806,10.66625748,12.07387238,2.045150244
15-02-2009,-0.302050959,-0.837908924,-1.180380798,0.393574439,-0.147866771,-0.951854757,-0.488074511,-0.987920076,12.70746233,10.82470443,13.42213007,8.296897044,7.509939524,6.44127099,12.98949021,11.30760044,9.887841775,1.344927783
15-02-2009,-1.099516295,-1.499913084,-2.615024939,0.475764407,-1.191392081,-0.449519349,-1.0996417,-1.403974402,8.416525374,10.94074813,13.43233541,12.45732863,13.18505462,8.975773133,8.019186201,9.747451317,10.11043868,1.255414813
16-02-2009,1.524964174,-0.27731144,1.134413223,0.699228306,-0.410289882,-0.848723497,-0.889412627,-1.069269712,10.14359194,7.418594185,7.231265253,9.156787478,13.33670925,9.478921134,6.992315351,9.50756302,9.453607405,0.638659221
16-02-2009,0.395210589,-0.440816408,0.14085816,0.638645717,0.767153341,1.512984303,1.031882714,1.412725612,15.14217559,10.11641318,9.786187192,9.768637629,10.3951299,9.70933692,8.850905451,8.905391489,9.93350001,3.079997031
18-02-2009,1.421098872,2.524777264,3.476803111,-1.368952592,1.080084936,-0.549748292,-1.551303474,-0.680307094,5.851463569,9.312761887,9.034021718,7.052773041,8.443522188,7.777292539,13.50183998,11.87016965,12.54185588,1.429682685
18-02-2009,-1.58088308,1.094863667,-0.162864589,-0.921174765,-0.513660721,2.534385332,0.459695125,1.047559511,11.41849336,10.88634892,9.054466238,12.09199627,7.837089557,11.22962484,11.18396528,9.379969031,10.65120082,2.314882726
18-02-2009,0.991482983,-0.770682258,0.047087875,0.826057756,-0.792446692,0.053390311,0.162537184,-0.164862506,11.2086563,7.437653467,13.18400728,5.728756186,13.39157345,10.41995053,9.804612462,8.90927081,10.7971924,1.370222691
18-02-2009,0.342085279,0.309416016,0.667264544,0.032328523,-0.598851469,-0.917431795,0.460398649,-0.178234311,7.301438067,11.48423088,10.09249516,9.454803914,10.03586418,10.69302438,8.918696543,8.44254621,10.39065134,1.375216061
21-02-2009,0.422199648,0.865703935,1.234787862,-0.189887815,0.439903237,0.971063809,0.619848717,0.408310634,12.02513151,6.316987887,7.261521676,8.589356168,10.05117688,11.03311098,8.546802671,10.37249618,8.488385212,1.219858259
24-02-2009,0.240632958,0.447733972,0.681467227,-0.133671683,-1.061116281,0.680240172,-0.683136045,0.121359548,10.98333981,10.36759831,8.083657285,11.19084836,8.847839475,10.24197083,15.11714504,9.806899413,12.2973168,1.042006425
25-02-2009,0.474484861,-0.3743539,-0.032862878,0.327980907,-1.270385199,-0.634823214,-0.641155956,-0.803752473,11.94152537,11.2413712,6.694235392,8.388484296,9.504012233,9.849162915,11.23909593,10.35436646,7.328578351,-0.279971361
25-02-2009,-1.614895038,0.713179327,-0.533249685,-0.735315182,0.431013796,0.086758684,1.05823117,1.006366121,10.85597867,10.4132923,10.28906757,7.309487196,7.83710313,12.10388445,9.918905514,11.36186509,10.05563109,1.45067935
25-02-2009,-0.25542337,-0.606988216,-0.864775148,0.351371326,-0.000920143,-0.496362184,-1.049582076,-0.773584699,9.039790006,12.50900995,8.012905468,9.449133588,9.11962583,12.89137698,10.39103093,12.06248271,7.028176366,-0.643949118
26-02-2009,-0.284460149,0.516743135,0.410485589,-0.182691288,-1.32052569,0.110367592,1.843586489,1.146943412,9.106262259,12.9041876,12.84200891,8.789521195,9.158710403,9.434543496,7.309636758,8.161879837,7.990919295,2.151133115
27-02-2009,-0.656794945,0.834682435,0.114497862,-0.946478109,-0.715869946,1.082625632,0.564027497,-0.183968177,11.34623409,7.753005046,10.50538734,10.14277898,10.98380404,10.57622162,14.90761816,8.723647579,8.937112289,0.460282428
28-02-2009,0.026725473,-0.826189946,-0.472919536,0.899788465,-1.968364171,0.200757897,-0.37563826,-1.879894032,8.892885245,11.26361046,10.15506515,6.840291153,13.0937009,13.589037,8.772667735,9.22367442,10.57067361,-0.012218625
01-03-2009,0.692940327,1.575753966,2.169820634,-0.773805333,-0.187734285,0.680467053,2.448018935,2.015737911,13.58503899,8.962984446,10.19578932,9.78375857,12.37554887,15.05085408,8.936474802,9.020219003,12.08711292,2.753347786
02-03-2009,-0.843773987,-2.292388698,-2.800054516,1.264619759,0.631297911,0.437142993,0.541801365,0.682986431,12.12970937,12.33612346,12.45669792,11.08954725,9.664797263,10.29136869,12.41053533,8.365292045,10.73627288,2.236271425
03-03-2009,-1.306712989,-1.304984985,-2.460475246,0.176751094,0.269572271,-0.606858056,0.675881223,-0.293175908,14.32221149,9.382566641,10.18673761,10.30559005,13.15359107,9.807447053,10.55593144,11.21467144,10.37218092,1.864010289
03-03-2009,2.230837603,-1.129483487,0.721213262,0.966593636,-0.105852445,1.21763758,1.177519776,0.532945548,8.879491659,10.75227287,12.8145898,9.686919087,8.888711987,13.75956168,7.102551405,5.601827848,10.8789409,2.706297138
03-03-2009,-0.142001904,-0.329278311,-0.52863067,0.067447559,-0.05843924,1.622257391,-0.868860271,0.112333553,9.798707778,13.69053534,7.670408553,6.821088984,8.615322242,9.906846202,10.48458156,9.516576131,10.70304038,1.972692635
06-03-2009,-0.718540395,0.931080828,0.564379684,-0.61472905,-2.023559217,1.09813295,-1.079784325,-0.622618791,11.28205989,12.6557734,10.14257002,11.20791618,9.819546559,12.87765838,8.645485953,13.60052068,9.91869213,0.355667344
07-03-2009,-0.385876947,1.207498344,0.684867432,-1.113240272,-0.606952158,0.812726308,2.791096082,0.585445297,5.150695674,6.830827914,11.24317733,11.35868287,10.84983003,8.064434504,9.902596372,9.991795642,7.682502295,1.445692434
07-03-2009,0.851102903,-0.127990516,0.770695191,0.308930512,1.108569156,-1.177358611,0.459561986,0.618872163,7.994360952,9.435911854,13.26772456,11.07410271,8.856756256,11.14293653,12.79615113,11.84808244,10.11824881,0.987442063
08-03-2009,1.167583641,-0.259356175,0.724902695,0.479272539,1.573106581,0.391591978,-0.134584416,1.309160885,10.39208065,14.14769164,8.413843217,13.22404414,10.39478198,8.69542456,9.030421886,9.358369453,10.84724706,3.594309462
08-03-2009,-1.844106697,0.872770136,-0.618595776,-0.950350949,0.027075672,1.192612621,-1.595440676,-0.653334397,11.22366783,7.952823987,9.256652474,6.540235746,10.7973664,11.292133,9.03182035,13.14665873,7.547713827,-0.274421968
09-03-2009,-1.078657162,-0.311635883,-1.354396689,-0.325874294,-0.879344753,0.122595832,-1.602345595,-0.381278015,11.76378968,11.30238483,6.682197788,12.71474401,12.75890669,8.747124822,10.78944875,10.98696157,10.5202954,1.238143547
10-03-2009,-1.833620116,0.042972995,-1.780514699,-0.866263719,0.874339072,-8.62E-05,0.261265999,0.64035455,12.29384214,6.519268328,9.051587771,7.617864063,7.409895985,12.31918924,9.062784678,10.69193846,9.905168226,1.143066322
11-03-2009,-0.312958416,0.578138308,0.543389459,-0.27579344,0.168797674,0.352268846,-0.899791665,-0.026344492,11.69693335,9.300835192,9.077318813,9.184566067,14.15208062,10.76171813,10.85791128,12.05936085,10.47653056,0.911438956
13-03-2009,-0.036217711,1.23095555,1.224154816,-0.729578732,2.184867325,0.858326312,-0.897885068,1.641232897,10.1542232,6.002397911,11.54748836,10.49622618,11.99482062,4.206647746,14.17391406,9.719848662,12.215144,3.474875991
13-03-2009,1.468188221,-1.018808847,0.30402147,1.024521964,1.247128609,0.493682828,0.285762765,0.952016521,10.98806637,10.29877764,10.47133088,14.53438548,9.88377393,10.40011765,12.09888853,12.20983076,12.37282321,2.746609509
15-03-2009,0.224669215,-0.08633078,-0.038213621,0.207548637,-1.515238512,0.490211321,0.744630387,-0.420430864,10.63952162,10.84167274,12.90864165,10.70637854,9.510735561,11.9257887,12.37646519,7.544029891,11.19368066,1.465713748
16-03-2009,1.090897608,-0.357120367,0.537712982,0.506991122,0.545797915,-0.193232597,0.302233383,0.058352485,7.117762265,13.18637232,8.10590084,7.86969854,5.692650451,8.720332089,7.352349649,13.28270192,12.01843222,2.587064983
16-03-2009,-1.418732197,1.00273632,-0.083271287,-1.030847353,0.416930144,-2.027211418,0.504842669,-0.771101113,12.04152732,14.87652891,12.46082369,10.92306638,11.18838973,11.70448975,11.51555361,10.56132661,10.20738137,1.582365573
17-03-2009,-1.171586328,0.011478417,-1.103208338,-0.436915635,-0.457812498,1.50032087,-0.19429606,0.215281666,12.78016937,11.83426589,6.693696922,7.873162042,11.88035422,8.033418208,9.548823553,11.09899419,8.062504759,1.53709463
17-03-2009,0.314815165,-0.331301724,-0.229191886,-0.0771476,1.916768856,1.66162588,-1.0494138,1.114406157,10.44469392,12.7257352,10.00341318,8.972991042,10.24357055,11.08437874,10.0957006,10.08017526,8.595157023,2.023341932
18-03-2009,0.221172422,-1.094355782,-0.609384513,0.970315723,-0.630158773,-0.145552458,-2.43456902,-1.37704872,12.4917355,8.651288148,10.30354081,8.176046665,14.28886923,7.623278201,10.61751749,11.26642701,10.82651544,0.975606753
20-03-2009,-0.434845556,-0.587218714,-0.886264768,0.140847563,1.072674377,-0.851945211,-0.687380224,-0.123737058,9.820488873,15.15638679,8.190387978,13.03391411,13.35406609,8.891044952,11.13573857,13.25546757,9.240820344,1.444425679
21-03-2009,2.122835793,0.276445741,2.002431403,0.12116594,-1.160923255,2.026300702,-0.306576735,-0.296862405,6.886142245,10.65962811,11.38588183,5.901898187,10.74703833,12.45284692,7.579201819,13.34381026,10.83695421,1.167933124
22-03-2009,-2.476637774,0.918895296,-0.956165627,-1.094206403,-0.551282871,0.631822506,-0.177063774,-0.818339261,9.774614613,8.19054628,8.323392658,12.24269812,12.18140198,11.21603259,7.813811396,9.366246382,12.42495278,1.652207165
23-03-2009,1.028832065,-0.533985704,0.189563654,0.47252318,0.062525156,-1.058463498,0.705565859,-0.126401887,11.90983061,8.426335475,7.160699521,6.211161612,11.01488106,7.791708134,5.69307997,10.77607949,14.98450043,3.796007014
23-03-2009,1.388276289,-0.829240273,0.161737988,0.749629727,0.908092095,-0.406445662,-1.444906338,-0.940467825,8.661219947,11.98168788,9.417513547,8.332321103,11.07191239,8.201423424,10.05435104,9.980763831,12.17057395,2.190421979
24-03-2009,-1.283401026,0.351257693,-0.492765754,-0.189242222,0.297660327,0.022215373,-0.496971866,0.046773944,9.386733726,8.779219401,9.394069411,9.927215133,11.05827957,9.857030643,10.97080869,10.12793593,6.048461961,-0.209687793
25-03-2009,0.814574153,-0.821469826,-0.121078546,0.576658671,2.311509836,0.657845695,-0.680965935,0.507266467,10.29424571,9.323962892,8.561760681,9.222191511,9.222723998,10.33876428,10.31908373,10.00509143,10.87278895,2.213849632
28-03-2009,-1.602305511,1.467638557,0.033200583,-1.538097372,0.297637758,-1.781035698,1.829528465,0.549697123,6.394120313,11.08070887,11.24071904,8.684194781,4.817433624,8.905729601,10.78145129,7.041472645,10.36568317,1.941984699
29-03-2009,0.616265094,-0.234950662,0.241907264,0.412131512,0.748214977,-1.033703527,-0.510515547,0.130631646,9.110701467,8.228748493,9.42144388,13.17642609,7.255472094,6.771522629,12.93975219,9.58039451,8.660988337,1.093411488
29-03-2009,2.85696381,-2.11704611,0.134486296,1.814602841,0.32094574,1.519723151,0.098400012,0.917705598,10.59540559,12.60096188,12.80675755,9.878830545,8.492314943,10.9177603,8.642840347,14.02537182,10.27204336,2.242976322
29-03-2009,-0.466896457,-0.824609467,-1.051639308,0.826694523,-0.648833607,0.597525702,0.238720724,-0.471242948,12.36769689,11.43561904,11.70308587,8.330259882,7.155663029,13.00006677,9.352769394,9.497384134,12.65512264,2.092279393
31-03-2009,-2.466696338,1.333385444,-0.743419661,-1.523380316,0.573719253,-0.042939029,-1.011969849,0.206319446,11.01236681,11.07437684,11.85231982,9.099524801,8.320748507,7.908799536,6.066073364,14.11100302,7.79280391,1.608153622
01-04-2009,1.172558463,0.835657376,1.938683234,-0.173742938,0.059644343,0.449384735,-2.581818647,-1.364617481,9.499766962,13.21204821,10.71728491,11.25871207,11.32462996,12.34447833,10.35997071,7.40559547,10.79829597,1.121336848
02-04-2009,-1.154468081,0.726062023,-0.261636281,-0.614343105,0.202577663,-1.607084782,1.488587486,-0.473688416,15.19880522,11.12879309,6.322343247,11.29496027,10.76124054,12.57698961,11.34409343,9.722115723,7.550648387,0.580912109
02-04-2009,-1.788810819,-0.024592652,-1.494116219,-0.681976988,0.558537965,-0.609921868,0.263970519,0.441031503,12.38954499,8.778678105,9.497425294,9.844835864,8.429360353,11.29430156,9.756152082,10.83798098,8.224193143,0.963434083
04-04-2009,-0.504791584,1.007585667,0.51444744,-0.848257963,0.862790936,0.158439884,-0.882512374,-0.241516942,6.476438861,6.947297633,12.22331165,8.732592088,15.11488693,8.869730502,10.36702879,13.08291148,14.01078456,2.122346951
09-04-2009,-2.159940079,2.56334098,0.826245109,-2.109833036,-0.275419736,0.608586249,0.015327402,-0.424766792,9.656732866,9.091725193,11.11820902,11.69145519,10.17579609,12.95246915,7.715078447,9.611719813,8.565498723,0.926158245
10-04-2009,0.080831985,1.624724362,1.512710481,-1.040784569,-0.103332996,0.904100077,-0.63283337,-0.444125805,11.16084615,9.545122396,7.886366498,9.085283657,12.17627949,13.76641878,13.08386976,9.021398926,7.759989057,-0.195746929
11-04-2009,1.002658323,0.47800728,1.040721352,-0.35503183,0.559155417,2.384073777,-1.744100006,0.400659041,7.657868279,4.254624478,9.705296408,13.29528433,13.32118618,9.083990325,8.793816764,10.93645476,8.002428799,0.98221667
11-04-2009,-0.469515212,0.759169972,0.505149852,-0.607317579,-0.708480272,0.06730769,-1.131042833,-1.165257056,10.73151059,11.82480382,8.191355324,12.7464462,9.456807023,9.955273958,8.503875526,5.151004328,11.76691398,2.515676983
11-04-2009,1.060503055,-1.526556664,-0.53710178,1.242483534,-1.228253961,0.798869916,-0.452311071,0.245561072,10.58393973,7.285379023,10.66937804,9.746028642,6.769059395,12.32701281,8.529110683,8.378657176,10.40009828,0.870762809
11-04-2009,-0.149273736,-0.257023966,-0.337605074,0.210991521,0.208332201,-2.617933866,-0.80792982,-0.849810199,10.16923608,7.854150832,4.057108126,10.67305421,11.8066889,5.273080302,7.978942483,11.23718469,14.11357944,2.521565419
13-04-2009,0.43378322,0.467450253,0.94785342,-0.070642681,-1.79680704,1.237504809,-1.063877545,-0.396366179,10.24226703,13.24670705,10.38958613,9.320579605,9.415435824,6.872243659,11.76386631,9.843341173,9.638076269,1.469225864
13-04-2009,0.523555496,0.644925549,1.143406116,0.132026237,-0.131673221,1.298242104,-1.170152244,-0.826389495,8.661112715,13.74384623,11.86703781,8.937817654,12.56077652,10.13368388,11.70320624,10.96836869,8.306455961,0.562214082
15-04-2009,-0.900491581,-1.279619755,-1.98601173,0.631285235,-0.952640087,0.536708708,-0.796883828,-1.502244492,10.04542438,12.82187622,9.603555933,10.70409631,7.874425422,10.85444287,9.623786328,11.97026285,12.37353463,1.450776118
15-04-2009,-0.856431085,-0.111940692,-0.732775681,0.035686569,-1.343769664,1.910061816,-0.6543312,-0.729301896,12.63140451,7.985317486,11.98381498,12.4017603,9.76288656,5.755138944,8.782599155,12.59272969,9.953268449,2.175972799
15-04-2009,-1.718526852,-1.033873232,-2.544650534,0.054464746,-0.875248343,0.587225864,-0.529057149,0.721714067,13.22678215,9.35348799,12.13465,12.80264767,11.99542213,9.134932023,10.80529869,9.950613626,8.191777019,1.215311636
15-04-2009,0.809193792,-0.174544116,0.442642521,0.21948983,-0.827792934,-0.391504767,0.441952215,-0.765746402,9.047477629,11.74024608,7.13191686,10.06410839,13.87647021,7.997737483,8.642781157,11.02671292,10.35812765,1.738827075
16-04-2009,0.668931276,-1.660116511,-1.140757699,1.138774566,1.579807851,-1.703331114,0.564451254,0.338257375,9.731812087,8.049331202,11.91980005,9.579667699,5.654095442,11.69250439,8.927557759,9.817951542,10.66289427,1.468570652
16-04-2009,-0.312691162,0.172753492,-0.285678037,-0.294281467,0.242910426,0.287338653,0.554186746,0.549181227,12.16831264,8.926287495,11.33616721,10.53705845,13.67499972,9.551157422,9.299506134,9.960164672,9.39270107,2.086586634
16-04-2009,0.782915152,1.234590284,1.702912163,-0.712152783,0.767981706,-1.417082714,0.793782058,0.129475523,10.13706229,12.32129185,7.948992153,10.28396599,11.94920022,10.9999879,10.3770874,12.00089198,4.59307606,-0.081805092
17-04-2009,1.487552179,-0.150523262,1.272406709,0.525011063,-0.010039829,0.424019667,0.000585873,0.417209552,12.62603996,13.27727307,11.20748444,9.96409132,6.795388769,9.505973449,8.311844108,14.34045125,9.647263552,2.033863695
19-04-2009,-0.542611848,-0.757377508,-1.348006143,0.25391889,2.475083981,1.028729182,-0.644870363,1.179012039,8.77382888,9.923941221,8.921087918,8.456639132,7.186646336,9.831822097,6.98916114,11.51895992,10.16386302,2.513338922
20-04-2009,-0.921093199,2.451080067,1.667321598,-1.884925023,0.231915088,0.603757255,1.703597416,1.134668497,11.33927735,10.42430798,8.291306258,9.189633313,8.407107492,12.14958387,10.04061477,13.80100113,9.877690505,1.733677375
20-04-2009,-0.922589318,-0.862137359,-1.91488066,0.158894772,-0.141723817,1.915407158,-0.787225989,0.416931833,9.031167733,10.29152731,12.90573222,11.57667494,9.46199241,8.215972026,5.695229924,8.560837192,9.576781748,3.026966312
22-04-2009,-1.136674364,0.930588185,-0.075375034,-0.756616779,0.02294746,-0.758263437,0.35127188,-0.328302354,12.8180182,9.800863171,9.795790694,11.20636656,10.46538562,11.90389201,10.57213348,8.774247738,10.72193475,1.626342968
22-04-2009,-2.807559125,2.149339444,-0.203350169,-2.142421631,0.496054765,-0.432580241,0.720827496,1.463774918,10.31661687,7.943060788,12.22940856,8.115525538,11.93772051,10.85221785,8.705803871,13.54926672,7.611965064,0.873419645
25-04-2009,-1.013023004,0.058587995,-0.69926116,-0.170030357,0.188034057,0.804401684,-1.987120511,-0.180850686,11.61813006,11.58466005,6.346215295,12.37668076,6.674348522,12.06267939,12.25095959,7.817285333,9.177453587,0.587503619
25-04-2009,-0.56765917,1.261001664,1.026006297,-0.708916058,0.867773635,0.535821068,-0.506627413,0.166959541,6.631133678,8.386582215,11.64219742,12.9877122,7.530549126,8.813308467,9.945199048,10.55926629,8.379954881,1.022189941
26-04-2009,-0.354571503,1.158357046,0.707617527,-0.833468163,0.593901686,-1.304126072,0.04168334,-0.200715977,9.257199947,9.480511393,12.87923955,10.91719706,9.40809846,11.39163003,9.330494548,12.34501465,10.73821046,1.394185339
27-04-2009,-0.203650242,0.131759695,-0.248336741,-0.18678133,1.298872904,-0.846211436,2.567612525,1.585076515,11.27271937,10.99948861,6.243695514,8.750622796,8.423590053,8.756553143,9.66177962,9.054913263,6.040796239,1.8423417
27-04-2009,0.664966406,-0.630603159,-0.142455041,0.460290351,-1.241219135,0.519512755,-0.717415863,-0.77947907,13.9125199,7.539392631,10.72845754,8.902502511,9.787124481,15.28562896,6.992660531,10.50642858,10.9342928,0.931671359
28-04-2009,0.872569746,0.629193785,1.076560813,-0.394988918,-1.123161049,-0.546052087,0.368570722,-1.005029585,10.75097453,9.939486078,11.95682488,9.715103842,6.45328967,12.52133823,8.186897691,8.691598076,8.807796544,0.857417767
28-04-2009,1.549886435,1.025795048,2.534608147,-0.182645624,-0.626450537,-0.863227329,-0.089121035,0.512066468,11.28704404,11.10898669,9.933843574,9.428585213,9.696483687,9.608261403,12.26508669,11.18599473,4.118810808,-0.599417963
